"identifiant","pays","poids","csp","csp_père","csp_mère","education","education_pere","education_mere","genre","age","csp_avec_A","mobilite","age_cat"
650,"AT",0.21099058,"ONQ","ONQ","ONQ",2,1,1,1,66,"ONQ","ONQ_ONQ_M",">65"
653,"AT",0.1946499,"OQ","PI","PI",3,4,3,2,36,"OQ","OQ_PI_F","26-40"
654,"AT",0.56545454,"ONQ","66","ONQ",2,2,2,2,58,"ONQ","ONQ_ONQ_F","41-65"
655,"AT",0.28129226,"C","PI","66",3,2,2,1,62,"C","C_PI_M","41-65"
656,"BE",0.3647349,"OQ","OQ","66",3,5,3,1,43,"OQ","OQ_OQ_M","41-65"
657,"AT",0.37696972,"OQ","ONQ","ONQ",2,3,3,2,58,"OQ","OQ_ONQ_F","41-65"
662,"AT",0.20764363,"C","C","66",3,5,2,1,54,"C","C_C_M","41-65"
663,"BE",0.34050584,"C","C","PI",5,5,2,1,33,"C","C_C_M","26-40"
665,"BE",0.435986,"C","ONQ","66",3,1,1,1,68,"C","C_ONQ_M",">65"
666,"AT",0.41528726,"PI","OQ","66",3,3,2,1,42,"PI","PI_OQ_M","41-65"
667,"AT",0.3918602,"OQ","ONQ","OQ",3,2,2,1,33,"C","OQ_ONQ_M","26-40"
669,"BE",0.3788525,"OQ","OQ","PI",3,3,3,1,23,"OQ","OQ_OQ_M","14-25"
670,"AT",0.22924447,"C","OQ","OQ",3,2,2,1,66,"C","C_OQ_M",">65"
672,"AT",0.17195079,"ONQ","OQ","66",2,2,2,1,83,"ONQ","ONQ_OQ_M",">65"
673,"AT",0.17095956,"C","C","OQ",3,2,2,2,70,"C","C_OQ_F",">65"
676,"AT",0.19457023,"C","PI","PI",5,2,2,1,71,"C","C_PI_M",">65"
678,"AT",0.3033367,"OQ","ONQ","66",3,2,3,1,67,"OQ","OQ_ONQ_M",">65"
679,"AT",0.3033367,"C","OQ","66",3,1,1,1,61,"C","C_OQ_M","41-65"
680,"AT",0.13737722,"PI","C","PI",3,5,2,1,46,"PI","PI_C_M","41-65"
684,"AT",0.17095956,"OQ","PI","OQ",3,2,3,2,78,"C","OQ_OQ_F",">65"
686,"AT",0.107641906,"C","C","C",5,5,5,2,46,"C","C_C_F","41-65"
689,"AT",0.1516984,"OQ","OQ","66",3,3,1,1,79,"OQ","OQ_OQ_M",">65"
691,"AT",0.59615564,"OQ","PI","OQ",2,3,3,1,21,"OQ","OQ_PI_M","14-25"
695,"BE",0.34050584,"PI","C","C",5,5,5,1,22,"PI","PI_C_M","14-25"
696,"BE",0.68272525,"OQ","ONQ","ONQ",2,3,2,1,41,"OQ","OQ_ONQ_M","41-65"
698,"AT",0.21660043,"PI","OQ","66",3,2,2,1,62,"PI","PI_OQ_M","41-65"
704,"BE",0.435986,"OQ","OQ","66",3,1,1,1,70,"C","OQ_OQ_M",">65"
705,"AT",0.46106368,"PI","OQ","OQ",5,2,2,2,48,"PI","PI_OQ_F","41-65"
711,"BE",0.36175063,"C","C","C",5,5,5,2,30,"C","C_C_F","26-40"
714,"AT",0.29003194,"PI","C","66",3,4,3,1,60,"PI","PI_C_M","41-65"
716,"AT",0.19217597,"PI","OQ","PI",2,3,3,2,35,"PI","PI_PI_F","26-40"
717,"AT",0.26270333,"OQ","PI","PI",3,5,3,1,43,"C","OQ_PI_M","41-65"
720,"AT",0.3720722,"C","C","PI",5,4,3,1,63,"C","C_C_M","41-65"
722,"BE",0.30480337,"OQ","OQ","66",3,1,3,1,24,"OQ","OQ_OQ_M","14-25"
723,"AT",0.3720337,"PI","PI","66",5,2,2,1,69,"PI","PI_PI_M",">65"
724,"AT",0.40135372,"PI","OQ","OQ",3,2,2,2,38,"PI","PI_OQ_F","26-40"
725,"AT",0.5928603,"OQ","ONQ","ONQ",2,2,2,2,25,"A","OQ_ONQ_F","14-25"
727,"BE",0.30577832,"C","ONQ","66",5,5,1,1,31,"C","C_ONQ_M","26-40"
729,"AT",0.10876175,"OQ","OQ","66",2,2,2,1,67,"OQ","OQ_OQ_M",">65"
730,"AT",0.5928603,"OQ","OQ","PI",2,2,2,2,33,"OQ","OQ_PI_F","26-40"
732,"AT",0.24498643,"C","C","PI",3,5,2,2,25,"C","C_PI_F","14-25"
733,"BE",0.4757096,"OQ","PI","66",2,1,1,1,73,"C","OQ_PI_M",">65"
736,"AT",0.18612632,"OQ","PI","OQ",2,2,2,2,41,"C","OQ_OQ_F","41-65"
737,"AT",0.3764465,"OQ","66","ONQ",2,2,2,2,61,"A","OQ_ONQ_F","41-65"
738,"BE",0.30471218,"PI","PI","66",5,3,2,1,47,"PI","PI_PI_M","41-65"
743,"AT",0.25443348,"C","C","PI",3,3,3,1,38,"C","C_C_M","26-40"
744,"AT",0.23729889,"PI","PI","PI",3,3,3,2,33,"PI","PI_PI_F","26-40"
745,"BE",0.30480337,"OQ","OQ","66",3,1,1,1,21,"OQ","OQ_OQ_M","14-25"
747,"BE",0.48383397,"OQ","ONQ","ONQ",2,1,1,1,33,"OQ","OQ_ONQ_M","26-40"
749,"BE",0.3593399,"OQ","ONQ","ONQ",3,2,2,2,44,"C","OQ_ONQ_F","41-65"
751,"BE",0.30480337,"OQ","C","66",3,3,3,1,20,"OQ","OQ_C_M","14-25"
754,"AT",0.41109776,"PI","PI","OQ",2,2,2,2,40,"PI","PI_OQ_F","26-40"
757,"BE",0.36175063,"C","OQ","PI",5,3,2,2,24,"C","C_PI_F","14-25"
758,"AT",0.25780824,"OQ","66","PI",3,4,3,2,39,"C","OQ_PI_F","26-40"
759,"AT",0.2249722,"OQ","OQ","66",3,2,2,1,41,"C","OQ_OQ_M","41-65"
761,"AT",0.16457443,"ONQ","C","OQ",2,2,2,2,45,"ONQ","ONQ_OQ_F","41-65"
763,"BE",0.30471218,"PI","OQ","66",5,5,2,1,44,"PI","PI_OQ_M","41-65"
767,"BE",0.30577832,"PI","PI","66",5,5,5,1,28,"PI","PI_PI_M","26-40"
768,"BE",0.3037406,"OQ","OQ","66",3,2,1,1,50,"OQ","OQ_OQ_M","41-65"
769,"BE",0.30480337,"OQ","OQ","66",3,3,1,1,34,"OQ","OQ_OQ_M","26-40"
770,"AT",0.48187009,"PI","OQ","PI",2,3,3,1,22,"PI","PI_OQ_M","14-25"
771,"BE",0.3037406,"PI","C","C",3,3,1,1,52,"PI","PI_C_M","41-65"
773,"AT",0.435043,"C","PI","C",5,3,2,1,46,"C","C_PI_M","41-65"
775,"BE",0.30577832,"C","C","66",5,5,3,1,34,"C","C_C_M","26-40"
778,"AT",0.12261604,"C","OQ","66",2,2,2,1,70,"C","C_OQ_M",">65"
779,"BE",0.29968518,"OQ","OQ","66",3,1,1,1,61,"C","OQ_OQ_M","41-65"
783,"AT",0.7414834,"OQ","OQ","ONQ",3,1,2,1,43,"OQ","OQ_OQ_M","41-65"
785,"AT",0.18655284,"PI","C","PI",3,3,2,1,26,"PI","PI_C_M","26-40"
786,"BE",0.30471218,"C","PI","66",5,2,1,1,42,"C","C_PI_M","41-65"
787,"BE",0.36175063,"OQ","OQ","OQ",5,3,2,2,31,"C","OQ_OQ_F","26-40"
788,"BE",0.3037406,"PI","OQ","66",3,1,1,1,36,"PI","PI_OQ_M","26-40"
789,"AT",0.14421019,"PI","OQ","66",2,2,2,1,38,"PI","PI_OQ_M","26-40"
790,"BE",0.3605972,"OQ","ONQ","PI",3,1,5,2,29,"OQ","OQ_PI_F","26-40"
791,"AT",0.14421019,"PI","OQ","OQ",2,2,2,1,45,"PI","PI_OQ_M","41-65"
792,"AT",0.66942376,"OQ","OQ","ONQ",2,3,3,2,21,"OQ","OQ_ONQ_F","14-25"
793,"BE",0.4757096,"OQ","ONQ","99",2,1,1,1,56,"OQ","OQ_ONQ_M","41-65"
795,"AT",0.45133176,"OQ","OQ","PI",3,2,2,1,48,"OQ","OQ_OQ_M","41-65"
796,"BE",0.3037406,"OQ","ONQ","ONQ",3,1,2,1,38,"A","OQ_ONQ_M","26-40"
797,"AT",0.24915658,"C","OQ","OQ",3,3,2,1,64,"C","C_OQ_M","41-65"
799,"BE",0.4757096,"PI","OQ","66",1,1,1,1,80,"PI","PI_OQ_M",">65"
800,"AT",0.2104813,"OQ","ONQ","ONQ",3,2,2,2,32,"OQ","OQ_ONQ_F","26-40"
804,"BE",0.3037406,"C","ONQ","66",3,1,1,1,54,"C","C_ONQ_M","41-65"
807,"AT",0.2839532,"OQ","PI","PI",3,3,3,1,26,"C","OQ_PI_M","26-40"
808,"AT",0.2257067,"C","OQ","OQ",3,2,2,1,43,"C","C_OQ_M","41-65"
809,"AT",0.4983732,"OQ","C","C",3,2,2,1,62,"A","OQ_C_M","41-65"
810,"BE",0.29968518,"OQ","OQ","66",3,1,1,1,69,"OQ","OQ_OQ_M",">65"
811,"BE",0.30480337,"OQ","OQ","66",3,3,2,1,23,"OQ","OQ_OQ_M","14-25"
816,"AT",0.18690892,"OQ","OQ","OQ",2,2,2,1,73,"OQ","OQ_OQ_M",">65"
817,"BE",0.30480337,"ONQ","ONQ","66",3,3,3,1,31,"ONQ","ONQ_ONQ_M","26-40"
819,"AT",0.21053204,"PI","C","C",3,3,2,2,25,"PI","PI_C_F","14-25"
820,"AT",0.28091535,"PI","ONQ","OQ",3,3,2,2,56,"PI","PI_OQ_F","41-65"
824,"AT",1.0874662,"C","OQ","66",1,1,1,1,23,"C","C_OQ_M","14-25"
826,"BE",0.30480337,"OQ","ONQ","ONQ",3,2,2,1,31,"OQ","OQ_ONQ_M","26-40"
829,"BE",0.3037406,"PI","OQ","66",3,2,2,1,49,"PI","PI_OQ_M","41-65"
830,"BE",0.3037406,"ONQ","OQ","66",3,2,2,1,43,"ONQ","ONQ_OQ_M","41-65"
831,"BE",0.48383397,"OQ","OQ","OQ",1,2,1,1,23,"OQ","OQ_OQ_M","14-25"
834,"AT",0.25262102,"OQ","OQ","66",2,1,1,1,65,"OQ","OQ_OQ_M","41-65"
835,"BE",0.30471218,"C","PI","66",5,3,2,1,52,"C","C_PI_M","41-65"
836,"BE",0.30577832,"C","C","C",5,5,5,1,30,"C","C_C_M","26-40"
838,"AT",0.76760113,"OQ","OQ","66",3,3,3,1,18,"A","OQ_OQ_M","14-25"
840,"BE",0.30471218,"C","ONQ","OQ",5,2,1,1,41,"C","C_ONQ_M","41-65"
841,"AT",0.33482042,"OQ","OQ","OQ",2,1,1,2,45,"A","OQ_OQ_F","41-65"
845,"AT",0.33482042,"OQ","ONQ","C",2,2,2,2,48,"A","OQ_C_F","41-65"
846,"BE",0.3037406,"PI","OQ","66",3,3,3,1,41,"PI","PI_OQ_M","41-65"
851,"AT",0.30514064,"PI","OQ","66",3,1,1,1,46,"PI","PI_OQ_M","41-65"
852,"AT",0.37973335,"PI","ONQ","ONQ",3,2,2,2,67,"PI","PI_ONQ_F",">65"
853,"AT",0.18984975,"PI","C","PI",3,5,3,2,56,"PI","PI_PI_F","41-65"
854,"AT",0.16842696,"OQ","OQ","66",3,2,2,1,83,"C","OQ_OQ_M",">65"
855,"BE",0.48214695,"OQ","OQ","66",1,1,1,1,52,"OQ","OQ_OQ_M","41-65"
857,"BE",0.36048934,"OQ","C","C",5,5,5,2,37,"C","OQ_C_F","26-40"
858,"AT",0.30511343,"OQ","C","66",3,3,3,1,53,"C","OQ_C_M","41-65"
859,"AT",0.14835013,"OQ","ONQ","66",2,2,2,1,40,"OQ","OQ_ONQ_M","26-40"
860,"AT",0.32135922,"PI","OQ","OQ",5,2,2,2,25,"PI","PI_OQ_F","14-25"
862,"AT",0.33685392,"C","OQ","OQ",3,2,2,1,81,"C","C_OQ_M",">65"
863,"AT",0.14228293,"OQ","OQ","OQ",3,3,3,2,22,"C","OQ_OQ_F","14-25"
864,"AT",0.4514299,"OQ","C","PI",2,2,2,2,61,"OQ","OQ_PI_F","41-65"
865,"AT",0.19500515,"C","88","OQ",2,2,2,2,63,"C","C_OQ_F","41-65"
866,"AT",0.14551152,"PI","OQ","66",3,2,2,1,65,"PI","PI_OQ_M","41-65"
868,"AT",0.13180052,"PI","C","66",3,5,3,1,53,"PI","PI_C_M","41-65"
871,"AT",0.32803926,"OQ","PI","PI",3,2,2,2,63,"OQ","OQ_PI_F","41-65"
872,"AT",0.29102305,"PI","PI","66",3,2,2,1,61,"PI","PI_PI_M","41-65"
873,"AT",0.12292453,"OQ","OQ","PI",3,5,3,2,28,"C","OQ_PI_F","26-40"
875,"AT",0.12292453,"OQ","PI","PI",3,4,2,2,23,"C","OQ_PI_F","14-25"
876,"BE",0.3037406,"OQ","OQ","66",3,1,1,1,53,"OQ","OQ_OQ_M","41-65"
880,"BE",0.36175063,"C","C","C",5,5,5,2,31,"C","C_C_F","26-40"
882,"AT",0.21271399,"OQ","PI","OQ",3,3,3,2,28,"C","OQ_OQ_F","26-40"
886,"AT",0.25179952,"PI","OQ","66",3,2,2,1,63,"PI","PI_OQ_M","41-65"
887,"AT",0.25179952,"C","ONQ","66",3,2,2,1,62,"C","C_ONQ_M","41-65"
891,"AT",0.3715314,"PI","C","C",3,3,5,1,34,"PI","PI_C_M","26-40"
892,"AT",0.27543214,"PI","PI","OQ",3,2,2,2,32,"PI","PI_OQ_F","26-40"
894,"AT",0.43380427,"PI","OQ","66",5,2,2,1,44,"PI","PI_OQ_M","41-65"
895,"AT",0.122278124,"OQ","OQ","66",2,3,2,1,62,"OQ","OQ_OQ_M","41-65"
896,"AT",0.2953202,"PI","OQ","C",3,3,3,1,35,"PI","PI_OQ_M","26-40"
897,"BE",0.3037406,"PI","OQ","ONQ",3,1,1,1,54,"PI","PI_OQ_M","41-65"
904,"AT",0.27795854,"C","OQ","66",3,3,2,1,57,"C","C_OQ_M","41-65"
909,"BE",0.3037406,"PI","C","66",3,3,3,1,35,"PI","PI_C_M","26-40"
910,"AT",0.27795854,"C","C","66",3,4,3,1,55,"C","C_C_M","41-65"
914,"AT",0.42294684,"OQ","ONQ","ONQ",3,1,2,2,46,"A","OQ_ONQ_F","41-65"
915,"BE",0.4757096,"PI","OQ","66",1,1,1,1,56,"PI","PI_OQ_M","41-65"
917,"AT",0.50753206,"OQ","OQ","PI",3,2,3,2,44,"OQ","OQ_PI_F","41-65"
918,"BE",0.4757096,"OQ","ONQ","66",2,1,1,1,59,"C","OQ_ONQ_M","41-65"
920,"AT",0.24447137,"OQ","ONQ","66",3,2,2,1,64,"OQ","OQ_ONQ_M","41-65"
923,"BE",0.30577832,"C","PI","C",5,2,2,1,25,"C","C_PI_M","14-25"
926,"AT",0.17368472,"PI","OQ","OQ",5,4,2,2,48,"PI","PI_OQ_F","41-65"
927,"AT",0.1835974,"OQ","OQ","66",2,2,2,1,58,"OQ","OQ_OQ_M","41-65"
928,"AT",0.12238585,"PI","C","66",3,4,2,1,84,"PI","PI_C_M",">65"
930,"AT",0.0917987,"OQ","C","66",1,1,1,1,84,"A","OQ_C_M",">65"
931,"BE",0.36048934,"OQ","C","PI",5,5,3,2,37,"OQ","OQ_PI_F","26-40"
933,"AT",0.16401362,"C","OQ","OQ",2,2,2,2,79,"C","C_OQ_F",">65"
935,"BE",0.48214695,"OQ","ONQ","OQ",2,1,1,1,41,"OQ","OQ_ONQ_M","41-65"
938,"AT",0.32409424,"OQ","OQ","OQ",2,3,3,2,41,"OQ","OQ_OQ_F","41-65"
939,"AT",0.31373966,"C","OQ","66",5,2,2,1,71,"C","C_OQ_M",">65"
941,"AT",0.31373966,"C","OQ","66",5,1,1,1,69,"C","C_OQ_M",">65"
942,"AT",0.16923277,"OQ","OQ","OQ",3,2,2,2,44,"OQ","OQ_OQ_F","41-65"
944,"AT",0.22151735,"OQ","ONQ","C",3,2,3,1,50,"C","OQ_ONQ_M","41-65"
945,"BE",0.36048934,"C","66","C",5,5,5,2,39,"C","C_C_F","26-40"
948,"BE",0.3037406,"PI","ONQ","99",3,1,1,1,54,"PI","PI_ONQ_M","41-65"
949,"BE",0.29968518,"OQ","ONQ","66",3,1,2,1,55,"C","OQ_ONQ_M","41-65"
950,"AT",0.5323435,"OQ","PI","66",3,3,2,1,48,"C","OQ_PI_M","41-65"
951,"AT",0.40669486,"OQ","OQ","PI",3,2,2,2,45,"OQ","OQ_PI_F","41-65"
954,"AT",0.24823397,"OQ","C","C",3,2,2,2,27,"C","OQ_C_F","26-40"
955,"BE",0.30480337,"C","OQ","PI",3,2,5,1,21,"C","C_OQ_M","14-25"
956,"AT",0.12940957,"OQ","OQ","OQ",2,2,2,1,45,"OQ","OQ_OQ_M","41-65"
959,"BE",0.5723991,"OQ","OQ","ONQ",1,3,2,2,32,"OQ","OQ_ONQ_F","26-40"
962,"AT",0.20857084,"PI","C","C",5,4,3,2,51,"PI","PI_C_F","41-65"
963,"BE",0.3593399,"OQ","OQ","OQ",3,1,2,2,40,"C","OQ_OQ_F","26-40"
964,"AT",0.33132303,"C","88","OQ",3,4,4,2,63,"C","C_OQ_F","41-65"
966,"AT",0.20339939,"PI","OQ","OQ",3,2,2,2,48,"PI","PI_OQ_F","41-65"
967,"BE",0.30577832,"PI","PI","66",5,1,1,1,34,"PI","PI_PI_M","26-40"
969,"BE",0.3006438,"C","OQ","66",5,1,1,1,77,"C","C_OQ_M",">65"
971,"BE",0.30480337,"OQ","C","ONQ",3,5,2,1,29,"OQ","OQ_C_M","26-40"
972,"AT",0.37708095,"OQ","C","66",5,3,3,1,93,"OQ","OQ_C_M",">65"
974,"AT",0.39940047,"OQ","OQ","66",3,2,2,1,37,"C","OQ_OQ_M","26-40"
976,"AT",0.5085504,"OQ","OQ","OQ",3,2,1,2,41,"A","OQ_OQ_F","41-65"
977,"BE",0.30471218,"C","C","OQ",5,3,1,1,44,"C","C_C_M","41-65"
978,"AT",0.14441349,"OQ","OQ","66",2,3,3,1,19,"OQ","OQ_OQ_M","14-25"
982,"BE",0.4757096,"ONQ","ONQ","66",2,1,1,1,57,"ONQ","ONQ_ONQ_M","41-65"
983,"AT",0.11024855,"OQ","OQ","88",2,2,2,1,76,"OQ","OQ_OQ_M",">65"
984,"BE",0.3605972,"OQ","ONQ","PI",3,1,3,2,33,"C","OQ_PI_F","26-40"
985,"AT",0.26675665,"OQ","OQ","66",3,3,3,1,40,"OQ","OQ_OQ_M","26-40"
987,"AT",0.12970056,"OQ","OQ","ONQ",2,3,2,1,53,"C","OQ_OQ_M","41-65"
988,"BE",0.29968518,"OQ","C","OQ",3,2,5,1,55,"OQ","OQ_C_M","41-65"
992,"BE",0.5723991,"OQ","C","C",1,5,5,2,15,"OQ","OQ_C_F","14-25"
993,"BE",0.30480337,"OQ","ONQ","66",3,3,3,1,22,"OQ","OQ_ONQ_M","14-25"
994,"BE",0.48214695,"OQ","OQ","66",2,1,2,1,37,"OQ","OQ_OQ_M","26-40"
997,"AT",0.3467429,"OQ","C","OQ",2,2,2,2,76,"A","OQ_OQ_F",">65"
998,"AT",0.2587372,"OQ","OQ","66",3,2,2,1,62,"OQ","OQ_OQ_M","41-65"
999,"AT",0.44227153,"OQ","PI","PI",3,3,3,1,29,"OQ","OQ_PI_M","26-40"
1001,"AT",0.2587372,"C","C","66",3,2,2,1,68,"C","C_C_M",">65"
1005,"BE",0.30577832,"PI","C","OQ",5,5,2,1,32,"PI","PI_C_M","26-40"
1006,"AT",0.7371078,"OQ","OQ","PI",3,3,3,1,18,"OQ","OQ_OQ_M","14-25"
1009,"AT",0.41866338,"OQ","OQ","OQ",2,2,2,1,27,"OQ","OQ_OQ_M","26-40"
1011,"AT",0.27911878,"OQ","OQ","66",2,2,2,1,32,"OQ","OQ_OQ_M","26-40"
1014,"AT",0.47995117,"OQ","OQ","OQ",3,3,2,2,24,"C","OQ_OQ_F","14-25"
1015,"BE",0.36175063,"OQ","C","PI",5,5,2,2,33,"C","OQ_PI_F","26-40"
1016,"AT",0.5681407,"PI","PI","66",3,3,2,1,55,"PI","PI_PI_M","41-65"
1017,"BE",0.3605972,"OQ","C","PI",3,5,5,2,19,"OQ","OQ_PI_F","14-25"
1021,"AT",0.06258852,"OQ","PI","66",2,2,2,1,47,"OQ","OQ_PI_M","41-65"
1022,"AT",0.21319827,"OQ","OQ","PI",2,2,2,1,69,"OQ","OQ_OQ_M",">65"
1024,"AT",0.12517704,"OQ","OQ","66",2,3,3,1,38,"C","OQ_OQ_M","26-40"
1025,"AT",0.5330182,"OQ","OQ","OQ",2,2,2,1,70,"A","OQ_OQ_M",">65"
1028,"AT",0.3601727,"C","ONQ","ONQ",3,2,2,2,31,"C","C_ONQ_F","26-40"
1029,"AT",0.24011512,"OQ","OQ","OQ",3,3,2,2,22,"C","OQ_OQ_F","14-25"
1030,"AT",0.25745308,"ONQ","OQ","66",3,2,3,1,40,"ONQ","ONQ_OQ_M","26-40"
1032,"BE",0.3037406,"PI","ONQ","66",3,1,1,1,35,"PI","PI_ONQ_M","26-40"
1033,"AT",0.27917776,"PI","C","C",2,3,3,1,20,"PI","PI_C_M","14-25"
1034,"BE",0.3037406,"OQ","ONQ","66",3,1,1,1,44,"C","OQ_ONQ_M","41-65"
1036,"AT",0.8713622,"OQ","PI","PI",2,2,3,2,19,"C","OQ_PI_F","14-25"
1039,"AT",0.41878143,"PI","C","PI",2,3,3,1,22,"PI","PI_C_M","14-25"
1040,"BE",0.3037406,"OQ","PI","66",3,3,1,1,41,"OQ","OQ_PI_M","41-65"
1041,"BE",0.30577832,"C","PI","PI",5,3,3,1,27,"C","C_PI_M","26-40"
1044,"BE",0.3037406,"OQ","ONQ","66",3,1,1,1,46,"OQ","OQ_ONQ_M","41-65"
1048,"BE",0.48383397,"PI","ONQ","66",2,2,2,1,31,"PI","PI_ONQ_M","26-40"
1052,"BE",1.2122594,"C","OQ","PI",3,1,3,1,36,"C","C_OQ_M","26-40"
1055,"AT",0.35315466,"OQ","OQ","66",3,3,3,1,43,"C","OQ_OQ_M","41-65"
1057,"AT",0.16427326,"OQ","OQ","PI",3,3,3,1,28,"OQ","OQ_OQ_M","26-40"
1059,"AT",0.16427326,"OQ","OQ","PI",3,3,2,1,25,"OQ","OQ_OQ_M","14-25"
1061,"AT",0.12696263,"OQ","OQ","OQ",2,3,2,1,53,"OQ","OQ_OQ_M","41-65"
1062,"BE",0.502384,"C","C","C",5,5,5,2,33,"C","C_C_F","26-40"
1063,"AT",0.28829002,"PI","OQ","OQ",3,3,3,1,56,"PI","PI_OQ_M","41-65"
1064,"AT",0.60886335,"C","OQ","OQ",3,3,3,2,31,"C","C_OQ_F","26-40"
1067,"BE",0.30480337,"OQ","PI","OQ",3,3,2,1,21,"C","OQ_PI_M","14-25"
1068,"AT",0.21623945,"OQ","ONQ","ONQ",2,2,2,1,59,"OQ","OQ_ONQ_M","41-65"
1069,"AT",0.3182591,"OQ","C","ONQ",3,3,3,2,34,"OQ","OQ_ONQ_F","26-40"
1070,"AT",0.22747491,"OQ","OQ","OQ",3,3,3,1,35,"C","OQ_OQ_M","26-40"
1071,"BE",0.29968518,"OQ","OQ","66",3,1,1,1,71,"OQ","OQ_OQ_M",">65"
1076,"BE",0.30577832,"C","PI","PI",5,3,3,1,24,"C","C_PI_M","14-25"
1080,"AT",0.22747491,"OQ","OQ","ONQ",3,2,2,1,42,"C","OQ_OQ_M","41-65"
1083,"BE",0.30471218,"C","OQ","ONQ",5,1,1,1,48,"C","C_OQ_M","41-65"
1084,"BE",0.29968518,"C","OQ","66",3,1,2,1,60,"C","C_OQ_M","41-65"
1086,"BE",0.48214695,"C","PI","PI",2,2,2,1,45,"C","C_PI_M","41-65"
1087,"BE",0.3037406,"PI","OQ","ONQ",3,1,2,1,50,"PI","PI_OQ_M","41-65"
1088,"BE",0.3006438,"PI","C","66",5,1,1,1,72,"PI","PI_C_M",">65"
1089,"BE",0.30480337,"PI","ONQ","66",3,5,1,1,24,"PI","PI_ONQ_M","14-25"
1090,"BE",0.3593399,"C","OQ","PI",3,2,2,2,49,"C","C_PI_F","41-65"
1091,"BE",0.3605972,"OQ","OQ","OQ",3,3,2,2,22,"C","OQ_OQ_F","14-25"
1092,"BE",0.56278753,"OQ","OQ","ONQ",2,1,1,2,66,"C","OQ_ONQ_F",">65"
1093,"BE",0.30471218,"OQ","C","PI",5,3,3,1,36,"C","OQ_C_M","26-40"
1094,"AT",0.15241931,"C","C","C",5,5,4,1,26,"C","C_C_M","26-40"
1097,"AT",0.23392686,"C","66","OQ",3,3,2,2,59,"C","C_OQ_F","41-65"
1098,"AT",0.28196335,"OQ","ONQ","66",3,2,2,1,45,"C","OQ_ONQ_M","41-65"
1099,"AT",0.15566356,"OQ","ONQ","66",2,2,2,1,77,"OQ","OQ_ONQ_M",">65"
1102,"AT",0.18797557,"OQ","OQ","PI",3,2,3,1,36,"OQ","OQ_OQ_M","26-40"
1104,"BE",0.3037406,"PI","PI","C",3,3,3,1,42,"PI","PI_PI_M","41-65"
1105,"BE",0.36175063,"C","C","OQ",5,2,2,2,31,"C","C_OQ_F","26-40"
1106,"AT",0.37567908,"OQ","ONQ","66",3,3,2,1,42,"OQ","OQ_ONQ_M","41-65"
1107,"AT",0.2748214,"OQ","OQ","OQ",2,3,2,2,40,"C","OQ_OQ_F","26-40"
1108,"AT",0.1374107,"OQ","OQ","OQ",2,2,3,2,47,"OQ","OQ_OQ_F","41-65"
1110,"AT",0.1389789,"PI","PI","OQ",2,3,2,2,64,"PI","PI_OQ_F","41-65"
1111,"BE",0.4757096,"OQ","ONQ","66",1,1,1,1,69,"OQ","OQ_ONQ_M",">65"
1112,"AT",0.09133004,"PI","OQ","66",2,2,2,1,37,"PI","PI_OQ_M","26-40"
1113,"AT",0.26604107,"C","C","66",5,3,2,1,70,"C","C_C_M",">65"
1114,"BE",0.30471218,"C","C","PI",5,5,3,1,43,"C","C_C_M","41-65"
1116,"AT",0.1389789,"ONQ","OQ","ONQ",2,2,2,2,78,"ONQ","ONQ_ONQ_F",">65"
1117,"BE",0.4757096,"OQ","OQ","OQ",1,1,1,1,63,"A","OQ_OQ_M","41-65"
1121,"BE",0.30577832,"C","C","66",5,5,5,1,33,"C","C_C_M","26-40"
1122,"AT",0.4291122,"C","C","OQ",5,3,2,1,25,"C","C_C_M","14-25"
1124,"AT",0.26460758,"C","C","66",3,5,2,1,47,"C","C_C_M","41-65"
1125,"BE",0.30471218,"C","C","C",5,5,3,1,44,"C","C_C_M","41-65"
1126,"AT",0.39149952,"OQ","OQ","ONQ",2,2,1,2,70,"C","OQ_ONQ_F",">65"
1127,"BE",0.4757096,"OQ","OQ","66",2,1,1,1,69,"A","OQ_OQ_M",">65"
1128,"AT",0.5830543,"C","C","OQ",5,5,3,1,46,"C","C_C_M","41-65"
1130,"BE",0.48383397,"OQ","PI","C",2,2,3,1,19,"OQ","OQ_PI_M","14-25"
1131,"BE",0.48214695,"OQ","PI","66",1,1,1,1,48,"OQ","OQ_PI_M","41-65"
1133,"BE",0.30471218,"OQ","PI","66",5,2,2,1,46,"C","OQ_PI_M","41-65"
1135,"AT",0.19162774,"PI","ONQ","66",2,2,2,1,53,"PI","PI_ONQ_M","41-65"
1138,"BE",0.3593399,"OQ","ONQ","OQ",3,3,3,2,41,"C","OQ_OQ_F","41-65"
1140,"BE",0.30577832,"OQ","C","66",5,3,3,1,27,"C","OQ_C_M","26-40"
1141,"BE",0.48214695,"OQ","OQ","66",1,1,1,1,35,"OQ","OQ_OQ_M","26-40"
1142,"AT",0.54699576,"PI","C","PI",3,2,3,1,27,"PI","PI_C_M","26-40"
1144,"AT",0.3282043,"PI","OQ","66",3,3,2,1,31,"PI","PI_OQ_M","26-40"
1146,"AT",0.46503162,"OQ","OQ","ONQ",3,2,2,2,50,"A","OQ_ONQ_F","41-65"
1147,"AT",0.28298435,"OQ","OQ","66",2,2,2,1,19,"OQ","OQ_OQ_M","14-25"
1150,"AT",0.76578724,"OQ","PI","ONQ",3,2,2,1,18,"OQ","OQ_PI_M","14-25"
