"identifiant","pays","poids","csp","csp_père","csp_mère","education","education_pere","education_mere","genre","age","csp_avec_A","mobilite","mobilite_educ","age_cat"
12301628,"GR",0.36685446,"2","1","1",2,1,1,1,29,"A","OQ_ONQ_F","2_1_F","26-40"
12303303,"GR",0.13129123,"1","1","1",1,1,1,2,67,"ONQ","ONQ_ONQ_M","1_1_M",">65"
12303304,"GR",0.22845395,"3","2","1",3,2,1,2,44,"C","C_OQ_M","3_2_M","41-65"
12305041,"GR",0.4102203,"3","1","3",3,1,3,2,24,"OQ","OQ_ONQ_M","3_1_M","14-25"
12305042,"GR",0.6753173,"5","3","1",5,3,1,2,27,"C","C_ONQ_M","5_3_M","26-40"
12306891,"GR",0.4569079,"3","1","1",3,1,1,2,51,"PI","PI_ONQ_M","3_1_M","41-65"
12306892,"GR",0.26258245,"1","1","1",1,1,1,2,73,"ONQ","ONQ_OQ_M","1_1_M",">65"
12306893,"GR",0.13129123,"1","1","1",1,1,1,2,67,"OQ","OQ_OQ_M","1_1_M",">65"
12306894,"GR",0.2842778,"2","1","1",2,1,1,1,72,"C","C_OQ_F","2_1_F",">65"
12306898,"GR",0.4074363,"3","1","1",3,1,1,1,56,"C","C_OQ_F","3_1_F","41-65"
12308861,"GR",0.31293812,"5","1","1",5,1,1,2,35,"C","C_ONQ_M","5_1_M","26-40"
12308863,"GR",0.62587625,"5","1","1",5,1,1,2,43,"C","C_ONQ_M","5_1_M","41-65"
12308867,"GR",0.11571201,"1","1","1",1,1,1,2,36,"OQ","OQ_OQ_M","1_1_M","26-40"
12312551,"GR",0.3484827,"5","1","1",5,1,1,1,47,"C","C_OQ_F","5_1_F","41-65"
12312552,"GR",0.7224593,"3","1","1",3,1,1,1,47,"OQ","OQ_OQ_F","3_1_F","41-65"
12312553,"GR",0.5685556,"1","1","1",1,1,1,1,67,"OQ","OQ_OQ_F","1_1_F",">65"
12312554,"GR",0.7224593,"3","1","1",3,1,1,1,46,"OQ","OQ_OQ_F","3_1_F","41-65"
12312555,"GR",0.23142402,"1","1","1",1,1,1,2,44,"OQ","OQ_OQ_M","1_1_M","41-65"
12312556,"GR",0.3177274,"2","1","1",2,1,1,2,29,"OQ","OQ_PI_M","2_1_M","26-40"
12400473,"GR",0.36122966,"3","5","2",3,5,2,1,37,"OQ","OQ_ONQ_F","3_2_F","26-40"
12402872,"GR",0.5685556,"1","1","1",1,1,1,1,57,"A","OQ_OQ_F","1_1_F","41-65"
12402874,"GR",0.34268087,"3","1","1",3,1,1,2,44,"C","C_OQ_M","3_1_M","41-65"
12402876,"GR",0.33765864,"5","3","1",5,3,1,2,31,"C","C_ONQ_M","5_3_M","26-40"
12405301,"GR",0.34713602,"1","1","1",1,1,1,2,41,"ONQ","ONQ_OQ_M","1_1_M","41-65"
12405303,"GR",0.3177274,"2","1","1",2,1,1,2,29,"OQ","OQ_OQ_M","2_1_M","26-40"
12405304,"GR",0.57856,"1","1","1",1,1,1,2,54,"ONQ","ONQ_OQ_M","1_1_M","41-65"
12405306,"GR",0.4102203,"3","2","3",3,2,3,2,27,"OQ","OQ_PI_M","3_2_M","26-40"
12407852,"GR",0.46940723,"5","1","1",5,1,1,2,44,"C","C_OQ_M","5_1_M","41-65"
12407855,"GR",0.16882932,"5","2","1",5,2,1,2,33,"PI","PI_OQ_M","5_2_M","26-40"
12407857,"GR",0.16882932,"5","1","1",5,1,1,2,28,"C","C_ONQ_M","5_1_M","26-40"
12410381,"GR",0.26258245,"1","1","1",1,1,1,2,72,"OQ","OQ_OQ_M","1_1_M",">65"
12410384,"GR",0.39387363,"1","1","1",1,1,1,2,66,"OQ","OQ_OQ_M","1_1_M",">65"
12410386,"GR",0.26258245,"1","1","1",1,1,1,2,64,"OQ","OQ_OQ_M","1_1_M","41-65"
12410388,"GR",0.13129123,"2","1","1",2,1,1,2,80,"OQ","OQ_OQ_M","2_1_M",">65"
12412891,"GR",0.2842778,"1","1","1",1,1,1,1,68,"A","OQ_OQ_F","1_1_F",">65"
12412892,"GR",0.13129123,"1","1","1",1,1,1,2,70,"A","OQ_OQ_M","1_1_M",">65"
12412893,"GR",0.4264167,"1","1","1",1,1,1,1,63,"A","OQ_OQ_F","1_1_F","41-65"
12412894,"GR",0.34713602,"1","1","1",1,1,1,2,54,"A","OQ_OQ_M","1_1_M","41-65"
12412897,"GR",0.4264167,"1","1","1",1,1,1,1,60,"A","OQ_OQ_F","1_1_F","41-65"
12412898,"GR",0.91713613,"2","1","1",2,1,1,1,31,"OQ","OQ_OQ_F","2_1_F","26-40"
12415432,"GR",0.26258245,"1","1","1",1,1,1,2,60,"ONQ","ONQ_OQ_M","1_1_M","41-65"
12500042,"GR",0.7934207,"3","1","2",3,1,2,1,25,"A","OQ_ONQ_F","3_2_F","14-25"
12500044,"GR",0.5685556,"1","1","1",1,1,1,1,75,"A","OQ_OQ_F","1_1_F",">65"
12500045,"GR",0.4264167,"1","1","1",1,1,1,1,63,"OQ","OQ_PI_F","1_1_F","41-65"
12500047,"GR",0.91713613,"2","1","1",2,1,1,1,25,"OQ","OQ_OQ_F","2_1_F","14-25"
12502285,"GR",0.59506553,"3","1","1",3,1,1,1,26,"C","C_OQ_F","3_1_F","26-40"
12504501,"GR",0.26258245,"1","1","1",1,1,1,2,68,"A","OQ_OQ_M","1_1_M",">65"
12506601,"GR",0.4167897,"1","1","1",1,1,1,1,36,"OQ","OQ_OQ_F","1_1_F","26-40"
12506602,"GR",0.4264167,"1","1","1",1,1,1,1,74,"OQ","OQ_OQ_F","1_1_F",">65"
12506603,"GR",0.11571201,"2","1","1",2,1,1,2,48,"OQ","OQ_OQ_M","2_1_M","41-65"
12506607,"GR",0.22845395,"3","1","1",3,1,1,2,35,"OQ","OQ_OQ_M","3_1_M","26-40"
12508741,"GR",0.5685556,"1","1","1",1,1,1,1,81,"A","OQ_OQ_F","1_1_F",">65"
12508742,"GR",0.31293812,"5","3","2",5,3,2,2,38,"C","C_C_M","5_3_M","26-40"
12508743,"GR",0.4569079,"3","1","1",3,1,1,2,47,"PI","PI_ONQ_M","3_1_M","41-65"
12508744,"GR",0.34713602,"2","1","1",2,1,1,2,44,"OQ","OQ_OQ_M","2_1_M","41-65"
12508747,"GR",0.6969654,"5","1","1",5,1,1,1,47,"C","C_OQ_F","5_1_F","41-65"
12510981,"GR",0.59506553,"3","1","1",3,1,1,1,30,"A","OQ_OQ_F","3_1_F","26-40"
12510983,"GR",0.13129123,"1","1","1",1,1,1,2,68,"A","OQ_OQ_M","1_1_M",">65"
12510985,"GR",0.36122966,"3","1","1",3,1,1,1,43,"OQ","OQ_OQ_F","3_1_F","41-65"
12510986,"GR",0.36122966,"3","2","1",3,2,1,1,46,"C","C_OQ_F","3_1_F","41-65"
12510987,"GR",0.26258245,"1","1","1",1,1,1,2,65,"A","OQ_OQ_M","1_1_M","41-65"
12513243,"GR",0.34713602,"2","1","1",2,1,1,2,50,"A","OQ_OQ_M","2_1_M","41-65"
12513244,"GR",0.4167897,"2","1","1",2,1,1,1,39,"A","OQ_OQ_F","2_1_F","26-40"
12513245,"GR",0.55028164,"2","2","1",2,2,1,1,24,"OQ","OQ_OQ_F","2_1_F","14-25"
12515581,"GR",0.59506553,"3","1","1",3,1,1,1,19,"OQ","OQ_OQ_F","3_1_F","14-25"
12515582,"GR",0.23142402,"2","1","1",2,1,1,2,36,"OQ","OQ_OQ_M","2_1_M","26-40"
12515583,"GR",0.8204406,"3","1","1",3,1,1,2,21,"OQ","OQ_OQ_M","3_1_M","14-25"
12515586,"GR",0.39387363,"1","1","1",1,1,1,2,61,"A","OQ_OQ_M","1_1_M","41-65"
12515587,"GR",0.23142402,"2","1","1",2,1,1,2,40,"OQ","OQ_OQ_M","2_1_M","26-40"
12517835,"GR",0.4167897,"1","1","1",1,1,1,1,36,"OQ","OQ_OQ_F","1_1_F","26-40"
12517836,"GR",0.5251649,"1","1","1",1,1,1,2,67,"A","OQ_OQ_M","1_1_M",">65"
12517837,"GR",0.2842778,"1","1","1",1,1,1,1,87,"A","OQ_OQ_F","1_1_F",">65"
12517838,"GR",0.26258245,"1","1","1",1,1,1,2,81,"A","OQ_OQ_M","1_1_M",">65"
12520082,"GR",0.2842778,"1","1","1",1,1,1,1,69,"A","OQ_OQ_F","1_1_F",">65"
12520083,"GR",0.62518454,"1","1","1",1,1,1,1,39,"A","OQ_OQ_F","1_1_F","26-40"
12520084,"GR",0.4102203,"3","1","1",3,1,1,2,31,"PI","PI_OQ_M","3_1_M","26-40"
12520085,"GR",0.2842778,"1","1","1",1,1,1,1,63,"A","OQ_OQ_F","1_1_F","41-65"
12520087,"GR",0.2842778,"1","1","1",1,1,1,1,70,"A","OQ_OQ_F","1_1_F",">65"
12522321,"GR",0.39387363,"1","1","1",1,1,1,2,57,"A","OQ_OQ_M","1_1_M","41-65"
12522322,"GR",0.13129123,"1","1","1",1,1,1,2,76,"A","OQ_OQ_M","1_1_M",">65"
12522323,"GR",0.4102203,"3","1","1",3,1,1,2,24,"OQ","OQ_OQ_M","3_1_M","14-25"
12522324,"GR",0.26258245,"1","1","1",1,1,1,2,69,"A","OQ_OQ_M","1_1_M",">65"
12522326,"GR",0.7934207,"3","1","1",3,1,1,1,33,"OQ","OQ_OQ_F","3_1_F","26-40"
12601711,"GR",0.61533046,"3","1","1",3,1,1,2,25,"OQ","OQ_OQ_M","3_1_M","14-25"
12601713,"GR",0.26258245,"1","1","1",1,1,1,2,74,"A","OQ_OQ_M","1_1_M",">65"
12601715,"GR",0.3177274,"2","1","1",2,1,1,2,27,"C","C_OQ_M","2_1_M","26-40"
12603511,"GR",0.4102203,"3","1","1",3,1,1,2,27,"OQ","OQ_C_M","3_1_M","26-40"
12603513,"GR",0.3177274,"2","1","1",2,1,1,2,31,"OQ","OQ_OQ_M","2_1_M","26-40"
12603514,"GR",0.2842778,"1","1","1",1,1,1,1,68,"A","OQ_OQ_F","1_1_F",">65"
12605291,"GR",0.2842778,"1","1","1",1,1,1,1,75,"A","OQ_OQ_F","1_1_F",">65"
12605292,"GR",0.39387363,"1","1","1",1,1,1,2,72,"A","OQ_OQ_M","1_1_M",">65"
12605293,"GR",0.36685446,"2","1","1",2,1,1,1,29,"OQ","OQ_OQ_F","2_1_F","26-40"
12605294,"GR",0.23142402,"1","1","1",1,1,1,2,54,"A","OQ_OQ_M","1_1_M","41-65"
12605295,"GR",0.4102203,"3","1","1",3,1,1,2,31,"OQ","OQ_OQ_M","3_1_M","26-40"
12605296,"GR",0.5251649,"1","1","1",1,1,1,2,65,"A","OQ_OQ_M","1_1_M","41-65"
12607151,"GR",0.13129123,"1","1","1",1,1,1,2,69,"A","OQ_OQ_M","1_1_M",">65"
12607154,"GR",0.5251649,"1","1","1",1,1,1,2,69,"A","OQ_PI_M","1_1_M",">65"
12607155,"GR",0.26258245,"1","1","1",1,1,1,2,66,"C","C_OQ_M","1_1_M",">65"
12607156,"GR",0.26258245,"1","1","1",1,1,1,2,67,"A","OQ_OQ_M","1_1_M",">65"
12608962,"GR",0.39387363,"2","1","1",2,1,1,2,56,"A","OQ_OQ_M","2_1_M","41-65"
12608964,"GR",0.7224593,"3","1","1",3,1,1,1,36,"A","OQ_OQ_F","3_1_F","26-40"
12608965,"GR",0.4264167,"2","1","1",2,1,1,1,57,"A","OQ_ONQ_F","2_1_F","41-65"
12608966,"GR",0.39387363,"2","1","1",2,1,1,2,64,"A","OQ_OQ_M","2_1_M","41-65"
12610861,"GR",0.34713602,"1","1","1",1,1,1,2,49,"A","OQ_OQ_M","1_1_M","41-65"
12610864,"GR",0.2842778,"1","1","1",1,1,1,1,73,"ONQ","ONQ_OQ_F","1_1_F",">65"
12612651,"GR",0.2842778,"1","1","1",1,1,1,1,67,"OQ","OQ_OQ_F","1_1_F",">65"
12612652,"GR",0.1421389,"1","1","1",1,1,1,1,67,"OQ","OQ_OQ_F","1_1_F",">65"
12612654,"GR",0.26258245,"1","1","1",1,1,1,2,56,"A","OQ_OQ_M","1_1_M","41-65"
12614441,"GR",0.4264167,"1","1","1",1,1,1,1,65,"A","OQ_OQ_F","1_1_F","41-65"
12614443,"GR",0.2842778,"1","1","1",1,1,1,1,66,"A","OQ_OQ_F","1_1_F",">65"
12616211,"GR",0.36122966,"3","5","3",3,5,3,1,42,"OQ","OQ_PI_F","3_3_F","41-65"
14101232,"GR",0.111331426,"1","3","1",1,3,1,1,78,"C","C_OQ_F","1_1_F",">65"
14101233,"GR",0.31072652,"3","1","1",3,1,1,1,32,"OQ","OQ_OQ_F","3_1_F","26-40"
14101237,"GR",0.46608981,"3","1","5",3,1,5,1,34,"OQ","OQ_C_F","3_5_F","26-40"
14102591,"GR",0.17893836,"3","3","1",3,3,1,2,44,"C","C_PI_M","3_3_M","41-65"
14102594,"GR",0.3213083,"3","1","1",3,1,1,2,32,"OQ","OQ_ONQ_M","3_1_M","26-40"
14102597,"GR",0.31072652,"3","1","1",3,1,1,1,28,"OQ","OQ_OQ_F","3_1_F","26-40"
14103542,"GR",0.17893836,"3","5","1",3,5,1,2,43,"C","C_C_M","3_5_M","41-65"
14103546,"GR",0.16065416,"3","1","1",3,1,1,2,34,"OQ","OQ_OQ_M","3_1_M","26-40"
14103548,"GR",0.10283489,"2","2","1",2,2,1,2,67,"OQ","OQ_OQ_M","2_2_M",">65"
14106270,"GR",0.30850464,"1","2","1",1,2,1,2,64,"ONQ","ONQ_C_M","1_2_M","41-65"
14106271,"GR",0.282936,"3","1","1",3,1,1,1,39,"C","C_C_F","3_1_F","26-40"
14106274,"GR",0.17893836,"3","1","1",3,1,1,2,39,"C","C_OQ_M","3_1_M","26-40"
14108071,"GR",0.6426166,"3","1","2",3,1,2,2,26,"C","C_OQ_M","3_1_M","26-40"
14108072,"GR",0.124431245,"2","1","1",2,1,1,2,26,"OQ","OQ_ONQ_M","2_1_M","26-40"
14108076,"GR",0.24511127,"5","1","1",5,1,1,2,38,"C","C_OQ_M","5_1_M","26-40"
14110004,"GR",0.10283489,"1","1","1",1,1,1,2,62,"OQ","OQ_ONQ_M","1_1_M","41-65"
14110005,"GR",0.141468,"3","1","1",3,1,1,1,35,"OQ","OQ_ONQ_F","3_1_F","26-40"
14113382,"GR",0.31912774,"3","2","1",3,2,1,1,74,"OQ","OQ_OQ_F","3_1_F",">65"
14115101,"GR",0.36252937,"1","1","1",1,1,1,2,49,"ONQ","ONQ_OQ_M","1_1_M","41-65"
14201611,"GR",0.35787672,"3","1","1",3,1,1,2,37,"ONQ","ONQ_OQ_M","3_1_M","26-40"
14201612,"GR",0.48196247,"3","1","1",3,1,1,2,26,"OQ","OQ_ONQ_M","3_1_M","26-40"
14201613,"GR",0.17893836,"3","2","1",3,2,1,2,52,"C","C_OQ_M","3_2_M","41-65"
14201615,"GR",0.5141744,"1","1","1",1,1,1,2,60,"A","OQ_C_M","1_1_M","41-65"
14201617,"GR",0.08946918,"3","1","1",3,1,1,2,46,"PI","PI_OQ_M","3_1_M","41-65"
14203705,"GR",0.24886249,"2","1","1",2,1,1,2,32,"OQ","OQ_C_M","2_1_M","26-40"
14205673,"GR",0.20566978,"1","1","1",1,1,1,2,82,"ONQ","ONQ_OQ_M","1_1_M",">65"
14205675,"GR",0.22266285,"1","1","1",1,1,1,1,66,"A","OQ_OQ_F","1_1_F",">65"
14205676,"GR",0.10283489,"1","1","1",1,1,1,2,78,"A","OQ_OQ_M","1_1_M",">65"
14207512,"GR",0.36252937,"2","1","1",2,1,1,2,42,"OQ","OQ_ONQ_M","2_1_M","41-65"
14207515,"GR",0.31072652,"3","5","5",3,5,5,1,23,"PI","PI_C_F","3_5_F","14-25"
14207518,"GR",0.114615045,"3","2","1",3,2,1,2,59,"PI","PI_OQ_M","3_2_M","41-65"
14209261,"GR",0.10283489,"1","2","1",1,2,1,2,75,"ONQ","ONQ_OQ_M","1_2_M",">65"
14209262,"GR",0.32645383,"2","1","1",2,1,1,1,38,"OQ","OQ_ONQ_F","2_1_F","26-40"
14209263,"GR",0.20566978,"1","1","1",1,1,1,2,76,"OQ","OQ_OQ_M","1_1_M",">65"
14209264,"GR",0.27189702,"1","1","1",1,1,1,2,53,"OQ","OQ_OQ_M","1_1_M","41-65"
14209265,"GR",0.27189702,"1","1","1",1,1,1,2,43,"C","C_ONQ_M","1_1_M","41-65"
14209267,"GR",0.3213083,"3","1","1",3,1,1,2,30,"OQ","OQ_OQ_M","3_1_M","26-40"
14209268,"GR",0.20566978,"1","1","1",1,1,1,2,64,"ONQ","ONQ_OQ_M","1_1_M","41-65"
14300162,"GR",0.17893836,"3","1","1",3,1,1,2,48,"C","C_OQ_M","3_1_M","41-65"
14300163,"GR",0.111331426,"1","1","1",1,1,1,1,60,"A","OQ_OQ_F","1_1_F","41-65"
14300166,"GR",0.6382555,"3","2","1",3,2,1,1,70,"C","C_OQ_F","3_1_F",">65"
14300168,"GR",0.24886249,"2","1","1",2,1,1,2,30,"ONQ","ONQ_OQ_M","2_1_M","26-40"
14302471,"GR",0.27189702,"1","1","1",1,1,1,2,35,"OQ","OQ_OQ_M","1_1_M","26-40"
14302472,"GR",0.282936,"3","1","5",3,1,5,1,37,"OQ","OQ_OQ_F","3_5_F","26-40"
14302474,"GR",0.27189702,"1","1","1",1,1,1,2,40,"A","OQ_OQ_M","1_1_M","26-40"
14302477,"GR",0.24886249,"2","1","1",2,1,1,2,26,"OQ","OQ_ONQ_M","2_1_M","26-40"
14304841,"GR",0.17893836,"3","1","1",3,1,1,2,46,"C","C_OQ_M","3_1_M","41-65"
14304844,"GR",0.36252937,"1","1","1",1,1,1,2,37,"OQ","OQ_OQ_M","1_1_M","26-40"
14307244,"GR",0.22266285,"2","1","1",2,1,1,1,60,"C","C_OQ_F","2_1_F","41-65"
14307245,"GR",0.3213083,"3","3","3",3,3,3,2,22,"ONQ","ONQ_OQ_M","3_3_M","14-25"
14307249,"GR",0.10283489,"1","1","1",1,1,1,2,81,"A","OQ_OQ_M","1_1_M",">65"
14501511,"GR",0.48196247,"3","1","1",3,1,1,2,28,"C","C_ONQ_M","3_1_M","26-40"
14501513,"GR",0.81613463,"2","1","1",2,1,1,1,43,"A","OQ_OQ_F","2_1_F","41-65"
14501515,"GR",0.41133955,"1","2","1",1,2,1,2,62,"A","OQ_OQ_M","1_2_M","41-65"
14503732,"GR",0.20566978,"1","1","1",1,1,1,2,63,"A","OQ_OQ_M","1_1_M","41-65"
14506081,"GR",0.20566978,"1","1","1",1,1,1,2,70,"ONQ","ONQ_OQ_M","1_1_M",">65"
14506082,"GR",0.10283489,"1","1","1",1,1,1,2,82,"A","OQ_OQ_M","1_1_M",">65"
14506084,"GR",0.5141744,"1","1","1",1,1,1,2,62,"OQ","OQ_OQ_M","1_1_M","41-65"
14506087,"GR",0.6221562,"1","1","1",1,1,1,2,29,"OQ","OQ_ONQ_M","1_1_M","26-40"
14506088,"GR",0.48968077,"1","1","1",1,1,1,1,49,"A","OQ_OQ_F","1_1_F","41-65"
14602271,"GR",0.3213083,"3","1","1",3,1,1,2,29,"OQ","OQ_ONQ_M","3_1_M","26-40"
14602273,"GR",0.20566978,"1","1","1",1,1,1,2,63,"ONQ","ONQ_OQ_M","1_1_M","41-65"
14602274,"GR",0.20566978,"1","1","1",1,1,1,2,57,"ONQ","ONQ_OQ_M","1_1_M","41-65"
14602276,"GR",0.20566978,"1","1","1",1,1,1,2,60,"ONQ","ONQ_OQ_M","1_1_M","41-65"
14602277,"GR",0.20566978,"1","1","1",1,1,1,2,64,"A","OQ_OQ_M","1_1_M","41-65"
14604861,"GR",0.18126468,"1","1","1",1,1,1,2,50,"OQ","OQ_OQ_M","1_1_M","41-65"
14604864,"GR",0.10283489,"1","1","1",1,1,1,2,68,"A","OQ_OQ_M","1_1_M",">65"
14604867,"GR",0.20566978,"1","1","1",1,1,1,2,73,"A","OQ_OQ_M","1_1_M",">65"
14607641,"GR",0.20566978,"2","1","1",2,1,1,2,58,"A","OQ_OQ_M","2_1_M","41-65"
14607642,"GR",0.18126468,"2","1","1",2,1,1,2,54,"OQ","OQ_ONQ_M","2_1_M","41-65"
14607644,"GR",0.22266285,"1","1","1",1,1,1,1,75,"C","C_OQ_F","1_1_F",">65"
14607646,"GR",0.20566978,"1","1","1",1,1,1,2,68,"A","OQ_OQ_M","1_1_M",">65"
14610250,"GR",0.26840752,"3","1","1",3,1,1,2,43,"OQ","OQ_OQ_M","3_1_M","41-65"
14610251,"GR",0.20566978,"1","1","1",1,1,1,2,73,"A","OQ_OQ_M","1_1_M",">65"
14610254,"GR",0.35787672,"3","1","1",3,1,1,2,37,"A","OQ_OQ_M","3_1_M","26-40"
14610255,"GR",0.22266285,"1","1","1",1,1,1,1,62,"OQ","OQ_OQ_F","1_1_F","41-65"
14701371,"GR",0.111331426,"1","1","1",1,1,1,1,79,"OQ","OQ_OQ_F","1_1_F",">65"
14701376,"GR",0.111331426,"1","1","1",1,1,1,1,66,"A","OQ_OQ_F","1_1_F",">65"
14701377,"GR",0.20566978,"1","1","1",1,1,1,2,63,"A","OQ_OQ_M","1_1_M","41-65"
14703602,"GR",0.10283489,"1","1","1",1,1,1,2,66,"ONQ","ONQ_OQ_M","1_1_M",">65"
14703606,"GR",0.7768163,"3","1","1",3,1,1,1,19,"A","OQ_OQ_F","3_1_F","14-25"
14705733,"GR",0.28734165,"1","1","1",1,1,1,1,34,"A","OQ_OQ_F","1_1_F","26-40"
14705737,"GR",0.3213083,"3","1","1",3,1,1,2,27,"C","C_ONQ_M","3_1_M","26-40"
14708104,"GR",0.10283489,"1","1","1",1,1,1,2,71,"ONQ","ONQ_OQ_M","1_1_M",">65"
14708106,"GR",0.20566978,"1","1","1",1,1,1,2,68,"A","OQ_OQ_M","1_1_M",">65"
24101521,"GR",0.30845356,"2","1","1",2,1,1,2,39,"OQ","OQ_OQ_M","2_1_M","26-40"
24101525,"GR",0.26005003,"3","1","1",3,1,1,2,67,"ONQ","ONQ_OQ_M","3_1_M",">65"
24101529,"GR",0.4112714,"2","2","1",2,2,1,2,52,"OQ","OQ_OQ_M","2_2_M","41-65"
24103651,"GR",0.17625183,"3","5","3",3,5,3,1,22,"C","C_PI_F","3_3_F","14-25"
24103652,"GR",0.37889975,"2","2","1",2,2,1,1,65,"C","C_PI_F","2_1_F","41-65"
24103653,"GR",0.30449492,"3","1","1",3,1,1,2,43,"OQ","OQ_ONQ_M","3_1_M","41-65"
24103655,"GR",0.34998307,"2","1","1",2,1,1,2,74,"OQ","OQ_PI_M","2_1_M",">65"
24103657,"GR",0.30845356,"2","1","1",2,1,1,2,37,"OQ","OQ_ONQ_M","2_1_M","26-40"
24201456,"GR",0.5140892,"2","1","1",2,1,1,2,47,"OQ","OQ_ONQ_M","2_1_M","41-65"
24203781,"GR",0.25259984,"1","1","1",1,1,1,1,60,"A","OQ_OQ_F","1_1_F","41-65"
24203783,"GR",0.7577995,"1","1","1",1,1,1,1,56,"A","OQ_OQ_F","1_1_F","41-65"
24203784,"GR",0.37034553,"2","1","1",2,1,1,1,40,"OQ","OQ_ONQ_F","2_1_F","26-40"
24203785,"GR",0.36450818,"3","1","1",3,1,1,2,24,"C","C_OQ_M","3_1_M","14-25"
24203786,"GR",0.15482509,"5","1","1",5,1,1,1,44,"C","C_OQ_F","5_1_F","41-65"
24203788,"GR",0.705805,"2","1","1",2,1,1,2,27,"OQ","OQ_OQ_M","2_1_M","26-40"
24301401,"GR",0.30003232,"5","2","1",5,2,1,2,30,"PI","PI_ONQ_M","5_2_M","26-40"
24301404,"GR",0.13903323,"5","1","1",5,1,1,2,46,"C","C_PI_M","5_1_M","41-65"
24301406,"GR",0.2029966,"3","5","1",3,5,1,2,42,"C","C_OQ_M","3_5_M","41-65"
24303246,"GR",0.2056357,"2","1","1",2,1,1,2,40,"OQ","OQ_ONQ_M","2_1_M","26-40"
24401621,"GR",0.9112705,"3","2","2",3,2,2,2,26,"C","C_OQ_M","3_2_M","26-40"
24407173,"GR",0.30449492,"3","1","1",3,1,1,2,35,"ONQ","ONQ_PI_M","3_1_M","26-40"
24407177,"GR",0.37889975,"1","1","1",1,1,1,1,63,"OQ","OQ_OQ_F","1_1_F","41-65"
24407178,"GR",0.34998307,"2","1","1",2,1,1,2,60,"PI","PI_OQ_M","2_1_M","41-65"
24501604,"GR",0.30845356,"2","1","1",2,1,1,2,41,"ONQ","ONQ_OQ_M","2_1_M","41-65"
24501607,"GR",0.37034553,"1","1","1",1,1,1,1,49,"C","C_OQ_F","1_1_F","41-65"
24501608,"GR",0.28232202,"1","1","1",1,1,1,2,33,"OQ","OQ_ONQ_M","1_1_M","26-40"
24504151,"GR",0.30845356,"2","2","1",2,2,1,2,43,"OQ","OQ_OQ_M","2_2_M","41-65"
24504152,"GR",0.25259984,"1","1","1",1,1,1,1,73,"OQ","OQ_OQ_F","1_1_F",">65"
24504156,"GR",0.34998307,"1","1","1",1,1,1,2,60,"ONQ","ONQ_OQ_M","1_1_M","41-65"
24506761,"GR",0.3209767,"3","1","1",3,1,1,1,37,"OQ","OQ_OQ_F","3_1_F","26-40"
24506762,"GR",0.1014983,"3","3","2",3,3,2,2,37,"ONQ","ONQ_OQ_M","3_3_M","26-40"
24506769,"GR",0.23332204,"1","2","1",1,2,1,2,72,"A","OQ_OQ_M","1_2_M",">65"
24509451,"GR",0.4112714,"1","1","1",1,1,1,2,46,"C","C_OQ_M","1_1_M","41-65"
24509455,"GR",0.11666102,"1","1","1",1,1,1,2,61,"ONQ","ONQ_OQ_M","1_1_M","41-65"
24509456,"GR",0.24401014,"5","1","1",5,1,1,2,73,"PI","PI_OQ_M","5_1_M",">65"
24511962,"GR",0.37889975,"1","1","1",1,1,1,1,55,"ONQ","ONQ_OQ_F","1_1_F","41-65"
24511964,"GR",0.11666102,"1","1","1",1,1,1,2,86,"A","OQ_OQ_M","1_1_M",">65"
24511965,"GR",0.23332204,"1","1","1",1,1,1,2,67,"A","OQ_OQ_M","1_1_M",">65"
24511967,"GR",0.37034553,"1","1","1",1,1,1,1,42,"ONQ","ONQ_OQ_F","1_1_F","41-65"
24514502,"GR",0.1014983,"3","5","3",3,5,3,2,44,"C","C_C_M","3_5_M","41-65"
24514504,"GR",0.30845356,"2","1","1",2,1,1,2,36,"ONQ","ONQ_ONQ_M","2_1_M","26-40"
24514505,"GR",0.48146504,"3","1","1",3,1,1,1,46,"C","C_OQ_F","3_1_F","41-65"
24603561,"GR",0.46664408,"1","1","1",1,1,1,2,57,"ONQ","ONQ_ONQ_M","1_1_M","41-65"
24603564,"GR",0.30845356,"1","1","1",1,1,1,2,47,"OQ","OQ_ONQ_M","1_1_M","41-65"
24603565,"GR",0.5140892,"1","1","1",1,1,1,2,40,"OQ","OQ_ONQ_M","1_1_M","26-40"
24605771,"GR",0.17625183,"3","1","1",3,1,1,1,34,"A","OQ_OQ_F","3_1_F","26-40"
24605773,"GR",0.55551827,"1","1","1",1,1,1,1,50,"A","OQ_OQ_F","1_1_F","41-65"
24605775,"GR",0.30845356,"1","1","1",1,1,1,2,50,"A","OQ_OQ_M","1_1_M","41-65"
24605777,"GR",0.48146504,"3","1","1",3,1,1,1,38,"A","OQ_OQ_F","3_1_F","26-40"
24703521,"GR",0.11666102,"2","1","1",2,1,1,2,66,"OQ","OQ_PI_M","2_1_M",">65"
24703526,"GR",0.10281785,"1","1","1",1,1,1,2,48,"OQ","OQ_OQ_M","1_1_M","41-65"
24703527,"GR",0.11666102,"1","1","1",1,1,1,2,83,"A","OQ_OQ_M","1_1_M",">65"
24706441,"GR",0.2029966,"3","1","1",3,1,1,2,46,"C","C_OQ_M","3_1_M","41-65"
24706442,"GR",0.3209767,"3","1","1",3,1,1,1,40,"C","C_OQ_F","3_1_F","26-40"
