"identifiant","pays","poids","csp","csp_père","csp_mère","education","education_pere","education_mere","genre","age","csp_avec_A","mobilite","mobilite_educ","age_cat"
1,"AT",0.2554515,"3","2","2",3,2,2,1,54,"C","C_C_F","3_2_F","41-65"
2,"AT",0.12772575,"3","2","2",3,2,2,1,50,"OQ","OQ_C_F","3_2_F","41-65"
3,"AT",0.37795267,"2","2","2",2,2,2,2,63,"OQ","OQ_ONQ_M","2_2_M","41-65"
6,"AT",0.3903356,"3","3","3",3,3,3,2,41,"C","C_OQ_M","3_3_M","41-65"
7,"AT",0.37795267,"2","3","2",2,3,2,2,63,"OQ","OQ_OQ_M","2_3_M","41-65"
10,"AT",0.30017903,"5","5","3",5,5,3,2,41,"C","C_C_M","5_5_M","41-65"
11,"BE",1.7042009,"1","1","1",1,1,1,2,69,"C","C_OQ_M","1_1_M",">65"
13,"BE",0.47631392,"5","5","3",5,5,3,2,41,"C","C_C_M","5_5_M","41-65"
14,"AT",0.3796139,"2","2","3",2,2,3,2,52,"OQ","OQ_OQ_M","2_2_M","41-65"
16,"BE",0.94606394,"3","5","2",3,5,2,2,45,"C","C_C_M","3_5_M","41-65"
17,"BE",0.47631392,"5","3","3",5,3,3,2,42,"C","C_PI_M","5_3_M","41-65"
18,"AT",0.18979706,"2","2","2",2,2,2,2,47,"ONQ","ONQ_OQ_M","2_2_M","41-65"
26,"AT",0.27170846,"2","2","2",2,2,2,2,76,"ONQ","ONQ_OQ_M","2_2_M",">65"
27,"AT",0.09669628,"5","3","4",5,3,4,2,28,"OQ","OQ_PI_M","5_3_M","26-40"
29,"AT",0.14029782,"3","2","2",3,2,2,2,38,"PI","PI_ONQ_M","3_2_M","26-40"
31,"AT",0.42817655,"3","2","2",3,2,2,2,26,"C","C_OQ_M","3_2_M","26-40"
33,"CH",0.11197588,"5","3","3",5,3,3,2,46,"PI","PI_C_M","5_3_M","41-65"
35,"AT",0.34278584,"3","2","2",3,2,2,2,60,"OQ","OQ_ONQ_M","3_2_M","41-65"
36,"AT",0.28059563,"3","2","2",3,2,2,2,51,"C","C_PI_M","3_2_M","41-65"
37,"AT",0.16315277,"5","2","2",5,2,2,2,45,"C","C_PI_M","5_2_M","41-65"
38,"AT",0.08623218,"2","2","2",2,2,2,1,77,"C","C_OQ_F","2_2_F",">65"
39,"AT",0.3884517,"3","2","2",3,2,2,2,31,"C","C_OQ_M","3_2_M","26-40"
41,"AT",0.9400422,"2","2","2",2,2,2,2,25,"OQ","OQ_ONQ_M","2_2_M","14-25"
42,"AT",0.15910743,"3","3","2",3,3,2,2,51,"C","C_OQ_M","3_3_M","41-65"
43,"AT",0.12958731,"3","2","2",3,2,2,2,70,"PI","PI_OQ_M","3_2_M",">65"
44,"AT",0.08623218,"2","2","2",2,2,2,1,66,"OQ","OQ_OQ_F","2_2_F",">65"
45,"AT",0.08623218,"2","2","2",2,2,2,1,64,"ONQ","ONQ_OQ_F","2_2_F","41-65"
46,"AT",0.2386405,"3","3","2",3,3,2,2,42,"OQ","OQ_ONQ_M","3_3_M","41-65"
47,"BE",1.4433652,"2","3","1",2,3,1,2,17,"OQ","OQ_OQ_M","2_3_M","14-25"
48,"AT",0.38872826,"3","3","2",3,3,2,2,58,"PI","PI_OQ_M","3_3_M","41-65"
50,"BE",1.7913597,"2","3","3",2,3,3,1,21,"OQ","OQ_OQ_F","2_3_F","14-25"
51,"AT",0.27307442,"3","1","1",3,1,1,1,70,"C","C_OQ_F","3_1_F",">65"
53,"AT",0.3633301,"5","2","2",5,2,2,1,44,"C","C_OQ_F","5_2_F","41-65"
54,"ES",1.8007214,"2","1","1",2,1,1,2,22,"OQ","OQ_OQ_M","2_1_M","14-25"
57,"AT",0.5582549,"2","2","2",2,2,2,2,27,"C","C_ONQ_M","2_2_M","26-40"
60,"BE",1.7042009,"2","1","1",2,1,1,2,68,"C","C_OQ_M","2_1_M",">65"
61,"CH",0.15259175,"5","5","3",5,5,3,2,60,"C","C_C_M","5_5_M","41-65"
64,"AT",0.12163902,"2","1","1",2,1,1,2,75,"OQ","OQ_OQ_M","2_1_M",">65"
65,"CH",0.15502708,"5","5","3",5,5,3,2,28,"OQ","OQ_C_M","5_5_M","26-40"
66,"AT",0.30074927,"2","2","2",2,2,2,2,43,"A","OQ_OQ_M","2_2_M","41-65"
67,"AT",0.41112232,"3","2","2",3,2,2,1,53,"PI","PI_OQ_F","3_2_F","41-65"
68,"AT",0.30696687,"3","2","2",3,2,2,2,59,"C","C_OQ_M","3_2_M","41-65"
69,"CH",0.3051835,"5","2","2",5,2,2,2,56,"C","C_PI_M","5_2_M","41-65"
70,"AT",0.24331802,"2","2","2",2,2,2,2,68,"ONQ","ONQ_OQ_M","2_2_M",">65"
73,"BE",0.47631392,"5","5","5",5,5,5,2,41,"C","C_C_M","5_5_M","41-65"
76,"BE",1.27861,"3","1","1",3,1,1,1,32,"OQ","OQ_ONQ_F","3_1_F","26-40"
81,"AT",0.26478666,"2","2","2",2,2,2,2,37,"ONQ","ONQ_OQ_M","2_2_M","26-40"
84,"BE",1.5096722,"3","1","1",3,1,1,1,66,"PI","PI_OQ_F","3_1_F",">65"
85,"BE",0.76007324,"5","3","3",5,3,3,1,55,"PI","PI_PI_F","5_3_F","41-65"
86,"AT",0.31873262,"2","5","2",2,5,2,2,68,"PI","PI_C_M","2_5_M",">65"
88,"AT",0.13402684,"3","1","2",3,1,2,2,76,"PI","PI_OQ_M","3_1_M",">65"
90,"BE",1.753512,"2","1","1",2,1,1,1,45,"ONQ","ONQ_OQ_F","2_1_F","41-65"
92,"AT",0.084371105,"5","3","2",5,3,2,2,41,"C","C_PI_M","5_3_M","41-65"
93,"BE",0.9978449,"3","2","2",3,2,2,2,24,"ONQ","ONQ_ONQ_M","3_2_M","14-25"
94,"AT",0.15422001,"5","3","2",5,3,2,2,59,"C","C_PI_M","5_3_M","41-65"
98,"AT",0.33754796,"5","2","2",5,2,2,2,50,"PI","PI_OQ_M","5_2_M","41-65"
100,"AT",0.23786597,"3","2","2",3,2,2,1,80,"C","C_PI_F","3_2_F",">65"
102,"AT",0.31648466,"5","3","2",5,3,2,1,42,"C","C_PI_F","5_2_F","41-65"
104,"AT",0.31520152,"2","3","2",2,3,2,2,43,"ONQ","ONQ_OQ_M","2_3_M","41-65"
108,"AT",0.15761065,"2","2","1",2,2,1,2,50,"ONQ","ONQ_ONQ_M","2_2_M","41-65"
110,"AT",0.40278432,"2","2","2",2,2,2,2,62,"ONQ","ONQ_OQ_M","2_2_M","41-65"
113,"BE",0.502384,"5","5","5",5,5,5,2,34,"PI","PI_C_M","5_5_M","26-40"
114,"AT",0.27223474,"3","2","2",3,2,2,1,54,"PI","PI_PI_F","3_2_F","41-65"
117,"AT",0.13427477,"1","1","1",1,1,1,2,77,"ONQ","ONQ_OQ_M","1_1_M",">65"
118,"AT",0.33854356,"3","2","2",3,2,2,2,19,"OQ","OQ_OQ_M","3_2_M","14-25"
122,"AT",0.19853564,"2","2","2",2,2,2,2,42,"OQ","OQ_OQ_M","2_2_M","41-65"
129,"AT",0.3392597,"3","3","2",3,3,2,1,38,"C","C_PI_F","3_2_F","26-40"
130,"AT",0.14292377,"5","4","2",5,4,2,2,33,"C","C_C_M","5_4_M","26-40"
132,"AT",0.15551482,"3","3","2",3,3,2,2,40,"C","C_OQ_M","3_3_M","26-40"
133,"AT",0.09454214,"3","3","3",3,3,3,2,35,"OQ","OQ_OQ_M","3_3_M","26-40"
134,"AT",0.15568654,"3","1","3",3,1,3,1,26,"PI","PI_C_F","3_3_F","26-40"
135,"AT",0.09454214,"3","3","3",3,3,3,2,40,"C","C_C_M","3_3_M","26-40"
137,"AT",0.20068611,"5","3","3",5,3,3,1,28,"C","C_C_F","5_3_F","26-40"
142,"BE",0.34050584,"5","5","5",5,5,5,1,27,"C","C_PI_F","5_5_F","26-40"
148,"AT",0.11541711,"3","2","2",3,2,2,2,33,"C","C_OQ_M","3_2_M","26-40"
150,"BE",0.7937718,"2","1","1",2,1,1,2,63,"OQ","OQ_OQ_M","2_1_M","41-65"
153,"BE",0.66404945,"1","1","3",1,1,3,2,39,"ONQ","ONQ_ONQ_M","1_1_M","26-40"
156,"AT",0.15400238,"3","3","2",3,3,2,2,58,"PI","PI_PI_M","3_3_M","41-65"
161,"AT",0.18107484,"2","2","2",2,2,2,2,54,"OQ","OQ_OQ_M","2_2_M","41-65"
164,"AT",0.3080373,"3","4","3",3,4,3,2,60,"C","C_C_M","3_4_M","41-65"
165,"BE",0.7937718,"1","1","1",1,1,1,2,73,"OQ","OQ_ONQ_M","1_1_M",">65"
169,"BE",0.7937718,"2","2","1",2,2,1,2,80,"ONQ","ONQ_ONQ_M","2_2_M",">65"
171,"BE",0.35475767,"3","3","2",3,3,2,2,42,"OQ","OQ_ONQ_M","3_3_M","41-65"
173,"AT",0.3080373,"3","3","3",3,3,3,2,59,"C","C_OQ_M","3_3_M","41-65"
174,"AT",0.17527114,"5","3","3",5,3,3,1,63,"C","C_C_F","5_3_F","41-65"
175,"AT",0.3080373,"3","3","3",3,3,3,2,64,"PI","PI_OQ_M","3_3_M","41-65"
178,"BE",0.66404945,"2","1","1",2,1,1,2,36,"ONQ","ONQ_OQ_M","2_1_M","26-40"
180,"AT",0.31140596,"3","3","2",3,3,2,1,31,"OQ","OQ_OQ_F","3_2_F","26-40"
185,"AT",0.29258502,"3","2","2",3,2,2,2,58,"OQ","OQ_ONQ_M","3_2_M","41-65"
186,"AT",0.17392914,"2","3","2",2,3,2,2,75,"ONQ","ONQ_OQ_M","2_3_M",">65"
187,"BE",0.36848906,"3","1","2",3,1,2,2,25,"PI","PI_OQ_M","3_1_M","14-25"
189,"BE",0.66404945,"2","3","1",2,3,1,2,45,"OQ","OQ_C_M","2_3_M","41-65"
190,"AT",0.29578468,"3","2","2",3,2,2,1,29,"OQ","OQ_ONQ_F","3_2_F","26-40"
195,"AT",0.1683337,"5","3","2",5,3,2,2,76,"PI","PI_OQ_M","5_3_M",">65"
197,"BE",0.66404945,"1","1","1",1,1,1,2,53,"OQ","OQ_OQ_M","1_1_M","41-65"
198,"AT",0.21927787,"3","3","2",3,3,2,2,25,"ONQ","ONQ_ONQ_M","3_3_M","14-25"
200,"AT",0.35923618,"3","3","2",3,3,2,2,48,"OQ","OQ_OQ_M","3_3_M","41-65"
202,"AT",0.29578468,"3","3","4",3,3,4,1,23,"C","C_C_F","3_4_F","14-25"
204,"AT",0.12978475,"3","3","2",3,3,2,1,67,"C","C_PI_F","3_2_F",">65"
206,"AT",0.19761187,"3","2","4",3,2,4,2,50,"C","C_PI_M","3_2_M","41-65"
207,"AT",0.25511155,"2","2","2",2,2,2,2,76,"OQ","OQ_OQ_M","2_2_M",">65"
215,"AT",0.19458212,"2","2","2",2,2,2,2,28,"ONQ","ONQ_PI_M","2_2_M","26-40"
218,"BE",0.35475767,"3","1","1",3,1,1,2,40,"OQ","OQ_ONQ_M","3_1_M","26-40"
219,"BE",0.3647349,"3","5","3",3,5,3,1,54,"OQ","OQ_OQ_F","3_3_F","41-65"
225,"AT",0.28246784,"3","5","5",3,5,5,2,62,"PI","PI_PI_M","3_5_M","41-65"
226,"AT",0.28555688,"3","3","2",3,3,2,1,34,"PI","PI_ONQ_F","3_2_F","26-40"
227,"AT",0.16793424,"2","3","1",2,3,1,2,75,"ONQ","ONQ_OQ_M","2_3_M",">65"
229,"BE",0.3278172,"5","3","5",5,3,5,1,43,"C","C_C_F","5_5_F","41-65"
233,"AT",0.469316,"2","2","2",2,2,2,1,67,"A","OQ_ONQ_F","2_2_F",">65"
236,"BE",0.36848906,"3","2","1",3,2,1,2,21,"C","C_OQ_M","3_2_M","14-25"
240,"AT",0.26638618,"5","3","3",5,3,3,2,44,"C","C_C_M","5_3_M","41-65"
242,"AT",0.24368271,"3","3","2",3,3,2,2,33,"C","C_OQ_M","3_3_M","26-40"
243,"AT",0.21636593,"2","2","2",2,2,2,1,85,"C","C_ONQ_F","2_2_F",">65"
244,"AT",0.1911335,"2","2","2",2,2,2,2,52,"OQ","OQ_OQ_M","2_2_M","41-65"
247,"AT",0.24368271,"3","3","2",3,3,2,2,27,"C","C_OQ_M","3_3_M","26-40"
248,"BE",0.33119136,"5","3","2",5,3,2,2,32,"C","C_C_M","5_3_M","26-40"
250,"AT",0.2834156,"2","2","2",2,2,2,1,30,"OQ","OQ_ONQ_F","2_2_F","26-40"
252,"BE",0.35475767,"3","1","2",3,1,2,2,44,"PI","PI_OQ_M","3_1_M","41-65"
253,"AT",0.5771193,"3","2","3",3,2,3,1,55,"PI","PI_OQ_F","3_3_F","41-65"
257,"AT",0.32466796,"2","2","2",2,2,2,1,57,"ONQ","ONQ_ONQ_F","2_2_F","41-65"
258,"AT",0.283529,"2","2","2",2,2,2,1,30,"OQ","OQ_C_F","2_2_F","26-40"
259,"AT",0.39935768,"3","2","2",3,2,2,2,47,"PI","PI_ONQ_M","3_2_M","41-65"
260,"AT",0.19120999,"2","2","2",2,2,2,2,54,"OQ","OQ_PI_M","2_2_M","41-65"
261,"AT",0.29952326,"3","3","2",3,3,2,2,42,"OQ","OQ_PI_M","3_3_M","41-65"
263,"AT",0.19968882,"3","2","2",3,2,2,2,43,"C","C_OQ_M","3_2_M","41-65"
264,"AT",0.19334483,"2","2","2",2,2,2,2,55,"ONQ","ONQ_OQ_M","2_2_M","41-65"
265,"AT",0.18656796,"3","2","2",3,2,2,2,50,"OQ","OQ_C_M","3_2_M","41-65"
273,"BE",0.81609595,"2","1","1",2,1,1,1,55,"OQ","OQ_OQ_F","2_1_F","41-65"
280,"AT",0.26067704,"3","3","2",3,3,2,1,41,"OQ","OQ_ONQ_F","3_2_F","41-65"
283,"AT",0.12306744,"5","5","5",5,5,5,1,75,"PI","PI_C_F","5_5_F",">65"
289,"BE",0.31884983,"5","1","2",5,1,2,2,49,"A","OQ_OQ_M","5_1_M","41-65"
290,"AT",0.077368304,"5","2","2",5,2,2,2,39,"PI","PI_PI_M","5_2_M","26-40"
291,"BE",0.31884983,"5","3","2",5,3,2,2,54,"PI","PI_OQ_M","5_3_M","41-65"
292,"AT",0.22634996,"3","2","2",3,2,2,2,37,"PI","PI_OQ_M","3_2_M","26-40"
293,"BE",0.70915115,"2","3","2",2,3,2,1,22,"OQ","OQ_C_F","2_2_F","14-25"
294,"AT",0.5356399,"2","3","3",2,3,3,1,18,"PI","PI_OQ_F","2_3_F","14-25"
295,"BE",0.36848906,"3","3","1",3,3,1,2,31,"OQ","OQ_ONQ_M","3_3_M","26-40"
298,"AT",0.21806839,"3","2","2",3,2,2,1,75,"PI","PI_OQ_F","3_2_F",">65"
301,"BE",0.7937718,"2","1","1",2,1,1,2,58,"PI","PI_ONQ_M","2_1_M","41-65"
302,"AT",0.22030084,"3","3","3",3,3,3,2,56,"PI","PI_PI_M","3_3_M","41-65"
305,"BE",0.3647349,"3","3","3",3,3,3,1,36,"PI","PI_C_F","3_3_F","26-40"
307,"AT",0.20286418,"3","4","3",3,4,3,2,51,"C","C_C_M","3_4_M","41-65"
311,"AT",0.52383727,"2","2","2",2,2,2,2,61,"OQ","OQ_C_M","2_2_M","41-65"
313,"CZ",1.1589419,"5","5","3",5,5,3,1,34,"C","C_OQ_F","5_3_F","26-40"
315,"BE",0.3788525,"3","3","3",3,3,3,1,30,"OQ","OQ_OQ_F","3_3_F","26-40"
316,"AT",0.14929208,"2","2","2",2,2,2,2,83,"PI","PI_ONQ_M","2_2_M",">65"
319,"BE",0.31884983,"5","5","3",5,5,3,2,40,"C","C_C_M","5_5_M","26-40"
320,"AT",0.22146244,"2","2","1",2,2,1,2,35,"PI","PI_OQ_M","2_2_M","26-40"
321,"AT",0.3854779,"3","3","1",3,3,1,2,35,"C","C_C_M","3_3_M","26-40"
322,"AT",0.30837035,"3","2","2",3,2,2,2,49,"OQ","OQ_OQ_M","3_2_M","41-65"
324,"AT",0.15419516,"3","2","2",3,2,2,2,43,"OQ","OQ_ONQ_M","3_2_M","41-65"
331,"AT",0.21186343,"3","3","1",3,3,1,1,59,"OQ","OQ_PI_F","3_1_F","41-65"
336,"BE",0.33119136,"5","1","5",5,1,5,2,25,"PI","PI_OQ_M","5_1_M","14-25"
339,"AT",0.4228124,"2","3","2",2,3,2,1,28,"OQ","OQ_ONQ_F","2_2_F","26-40"
340,"AT",0.3677741,"3","3","2",3,3,2,1,17,"OQ","OQ_ONQ_F","3_2_F","14-25"
341,"AT",0.21385151,"2","2","1",2,2,1,2,44,"ONQ","ONQ_OQ_M","2_2_M","41-65"
342,"AT",0.29233366,"3","2","2",3,2,2,1,40,"OQ","OQ_OQ_F","3_2_F","26-40"
344,"AT",0.18178073,"3","2","2",3,2,2,2,33,"PI","PI_OQ_M","3_2_M","26-40"
346,"AT",0.43252158,"2","1","3",2,1,3,2,56,"OQ","OQ_PI_M","2_1_M","41-65"
347,"AT",0.18178073,"3","3","2",3,3,2,2,24,"OQ","OQ_ONQ_M","3_3_M","14-25"
349,"BE",0.66404945,"1","1","1",1,1,1,2,46,"ONQ","ONQ_ONQ_M","1_1_M","41-65"
350,"AT",0.36336726,"3","4","4",3,4,4,1,19,"OQ","OQ_C_F","3_4_F","14-25"
351,"AT",0.42427176,"5","2","1",5,2,1,1,35,"C","C_ONQ_F","5_1_F","26-40"
353,"AT",0.11981216,"3","3","2",3,3,2,2,78,"ONQ","ONQ_OQ_M","3_3_M",">65"
354,"AT",0.44894183,"3","2","2",3,2,2,2,23,"PI","PI_OQ_M","3_2_M","14-25"
360,"AT",0.1014032,"5","5","3",5,5,3,2,30,"PI","PI_C_M","5_5_M","26-40"
365,"BE",0.34050584,"5","5","5",5,5,5,1,26,"PI","PI_C_F","5_5_F","26-40"
368,"AT",0.20215327,"2","2","3",2,2,3,1,47,"OQ","OQ_ONQ_F","2_3_F","41-65"
370,"BE",0.38113728,"5","5","2",5,5,2,2,59,"C","C_C_M","5_5_M","41-65"
375,"AT",0.38224262,"3","2","2",3,2,2,2,47,"C","C_OQ_M","3_2_M","41-65"
376,"AT",0.18665682,"3","3","2",3,3,2,2,27,"OQ","OQ_OQ_M","3_3_M","26-40"
377,"AT",0.9034085,"2","3","2",2,3,2,2,16,"OQ","OQ_C_M","2_3_M","14-25"
378,"AT",0.30579412,"3","2","3",3,2,3,2,44,"ONQ","ONQ_OQ_M","3_2_M","41-65"
381,"AT",0.2107909,"5","2","2",5,2,2,2,34,"PI","PI_OQ_M","5_2_M","26-40"
382,"AT",0.30579412,"3","2","2",3,2,2,2,40,"PI","PI_ONQ_M","3_2_M","26-40"
384,"AT",0.14640501,"2","2","1",2,2,1,2,45,"OQ","OQ_ONQ_M","2_2_M","41-65"
386,"AT",0.58781356,"5","2","1",5,2,1,1,44,"C","C_OQ_F","5_1_F","41-65"
388,"AT",0.40016484,"3","2","2",3,2,2,1,42,"OQ","OQ_ONQ_F","3_2_F","41-65"
390,"AT",0.3659169,"2","2","2",2,2,2,2,42,"OQ","OQ_OQ_M","2_2_M","41-65"
391,"BE",0.66404945,"2","2","3",2,2,3,2,37,"OQ","OQ_OQ_M","2_2_M","26-40"
396,"AT",0.21955013,"2","2","3",2,2,3,2,42,"ONQ","ONQ_OQ_M","2_2_M","41-65"
397,"AT",0.4721242,"3","4","3",3,4,3,1,15,"C","C_PI_F","3_3_F","14-25"
398,"AT",0.2776214,"2","2","2",2,2,2,2,72,"OQ","OQ_OQ_M","2_2_M",">65"
399,"AT",0.11803105,"3","3","5",3,3,5,1,25,"C","C_C_F","3_5_F","14-25"
400,"AT",0.1521467,"5","3","3",5,3,3,1,26,"C","C_PI_F","5_3_F","26-40"
402,"AT",0.50881535,"2","3","3",2,3,3,1,21,"OQ","OQ_OQ_F","2_3_F","14-25"
404,"AT",0.22049354,"5","2","2",5,2,2,2,48,"C","C_PI_M","5_2_M","41-65"
406,"AT",0.2745285,"2","4","3",2,4,3,2,53,"ONQ","ONQ_OQ_M","2_4_M","41-65"
410,"AT",0.29333773,"5","2","2",5,2,2,2,30,"PI","PI_OQ_M","5_2_M","26-40"
411,"AT",0.3503812,"3","3","4",3,3,4,1,23,"PI","PI_C_F","3_4_F","14-25"
413,"AT",0.2060333,"2","3","3",2,3,3,2,76,"OQ","OQ_OQ_M","2_3_M",">65"
415,"AT",0.62859404,"2","2","2",2,2,2,2,26,"OQ","OQ_OQ_M","2_2_M","26-40"
417,"AT",0.3021057,"2","3","5",2,3,5,1,17,"C","C_C_F","2_5_F","14-25"
419,"AT",0.2060333,"2","2","2",2,2,2,2,71,"OQ","OQ_OQ_M","2_2_M",">65"
420,"BE",0.34050584,"5","2","3",5,2,3,1,22,"PI","PI_OQ_F","5_3_F","14-25"
421,"BE",0.35475767,"3","2","1",3,2,1,2,36,"OQ","OQ_OQ_M","3_2_M","26-40"
424,"BE",0.68272525,"2","1","2",2,1,2,1,48,"ONQ","ONQ_ONQ_F","2_2_F","41-65"
425,"AT",0.37941888,"5","2","2",5,2,2,1,40,"PI","PI_OQ_F","5_2_F","26-40"
426,"AT",0.3821618,"2","2","2",2,2,2,2,61,"OQ","OQ_OQ_M","2_2_M","41-65"
427,"AT",0.32495308,"3","3","3",3,3,3,1,30,"C","C_PI_F","3_3_F","26-40"
428,"AT",0.4188774,"5","4","4",5,4,4,1,27,"C","C_C_F","5_4_F","26-40"
430,"AT",0.3778844,"2","2","2",2,2,2,2,38,"PI","PI_PI_M","2_2_M","26-40"
434,"AT",0.13601036,"5","3","3",5,3,3,2,21,"C","C_OQ_M","5_3_M","14-25"
435,"AT",0.24090163,"3","2","2",3,2,2,2,31,"OQ","OQ_OQ_M","3_2_M","26-40"
443,"AT",0.39464095,"3","3","3",3,3,3,2,42,"PI","PI_PI_M","3_3_M","41-65"
445,"AT",0.17744984,"2","2","2",2,2,2,2,37,"OQ","OQ_OQ_M","2_2_M","26-40"
446,"AT",0.15091838,"3","3","2",3,3,2,2,63,"OQ","OQ_OQ_M","3_3_M","41-65"
449,"AT",0.3018706,"3","3","3",3,3,3,2,61,"C","C_OQ_M","3_3_M","41-65"
450,"BE",0.36848906,"3","1","1",3,1,1,2,21,"ONQ","ONQ_ONQ_M","3_1_M","14-25"
454,"AT",0.15091838,"3","3","2",3,3,2,2,77,"PI","PI_OQ_M","3_3_M",">65"
455,"AT",0.28503475,"5","4","3",5,4,3,2,50,"PI","PI_PI_M","5_4_M","41-65"
456,"AT",0.45244855,"3","5","5",3,5,5,2,27,"PI","PI_C_M","3_5_M","26-40"
457,"AT",0.22623695,"3","5","5",3,5,5,2,24,"C","C_C_M","3_5_M","14-25"
458,"AT",0.26780728,"3","2","2",3,2,2,1,69,"OQ","OQ_OQ_F","3_2_F",">65"
462,"AT",0.30517182,"3","5","3",3,5,3,1,27,"C","C_OQ_F","3_3_F","26-40"
465,"AT",0.15091838,"3","3","2",3,3,2,2,81,"PI","PI_OQ_M","3_3_M",">65"
467,"AT",0.18531851,"3","2","2",3,2,2,2,37,"OQ","OQ_OQ_M","3_2_M","26-40"
468,"AT",0.15091838,"3","4","3",3,4,3,2,69,"PI","PI_OQ_M","3_4_M",">65"
469,"AT",0.30826843,"3","1","2",3,1,2,2,47,"C","C_OQ_M","3_1_M","41-65"
473,"AT",0.2312065,"3","3","1",3,3,1,2,40,"PI","PI_OQ_M","3_3_M","26-40"
474,"AT",0.14714652,"2","2","2",2,2,2,1,43,"ONQ","ONQ_ONQ_F","2_2_F","41-65"
475,"BE",0.3788525,"3","1","1",3,1,1,1,31,"OQ","OQ_OQ_F","3_1_F","26-40"
476,"BE",0.35475767,"3","1","1",3,1,1,2,39,"ONQ","ONQ_ONQ_M","3_1_M","26-40"
477,"AT",0.2312065,"3","2","2",3,2,2,2,40,"C","C_OQ_M","3_2_M","26-40"
479,"BE",0.3788525,"3","1","1",3,1,1,1,31,"C","C_ONQ_F","3_1_F","26-40"
480,"AT",0.37661886,"3","2","2",3,2,2,2,58,"C","C_OQ_M","3_2_M","41-65"
481,"BE",0.7937718,"1","1","1",1,1,1,2,82,"ONQ","ONQ_ONQ_M","1_1_M",">65"
482,"AT",0.28097573,"3","2","2",3,2,2,1,27,"OQ","OQ_OQ_F","3_2_F","26-40"
485,"BE",0.35475767,"3","1","3",3,1,3,2,40,"PI","PI_ONQ_M","3_1_M","26-40"
492,"AT",0.27793625,"3","2","2",3,2,2,2,57,"C","C_ONQ_M","3_2_M","41-65"
493,"AT",0.3183232,"2","2","2",2,2,2,2,41,"A","OQ_OQ_M","2_2_M","41-65"
494,"AT",0.15868014,"2","2","2",2,2,2,1,40,"OQ","OQ_OQ_F","2_2_F","26-40"
495,"BE",0.38113728,"5","5","3",5,5,3,2,56,"OQ","OQ_C_M","5_5_M","41-65"
496,"AT",0.36031,"3","2","2",3,2,2,1,56,"PI","PI_OQ_F","3_2_F","41-65"
497,"AT",0.20292062,"3","3","3",3,3,3,2,30,"C","C_C_M","3_3_M","26-40"
498,"AT",0.27372035,"3","2","2",3,2,2,1,32,"OQ","OQ_PI_F","3_2_F","26-40"
502,"AT",0.3324386,"3","2","2",3,2,2,2,43,"PI","PI_OQ_M","3_2_M","41-65"
504,"AT",0.24932894,"3","5","3",3,5,3,2,41,"C","C_C_M","3_5_M","41-65"
508,"AT",0.33227235,"3","2","2",3,2,2,2,48,"C","C_OQ_M","3_2_M","41-65"
509,"BE",0.35475767,"3","1","1",3,1,1,2,49,"OQ","OQ_OQ_M","3_1_M","41-65"
510,"AT",0.27062392,"3","5","4",3,5,4,2,60,"PI","PI_C_M","3_5_M","41-65"
512,"AT",0.16613618,"3","3","2",3,3,2,2,43,"PI","PI_C_M","3_3_M","41-65"
513,"AT",0.40563828,"3","2","2",3,2,2,2,27,"C","C_OQ_M","3_2_M","26-40"
514,"BE",0.42405972,"3","5","1",3,5,1,2,80,"C","C_OQ_M","3_5_M",">65"
517,"AT",0.09832252,"3","4","2",3,4,2,2,39,"PI","PI_ONQ_M","3_4_M","26-40"
520,"AT",0.09414771,"2","3","2",2,3,2,2,35,"A","OQ_OQ_M","2_3_M","26-40"
521,"BE",0.3647349,"3","1","1",3,1,1,1,46,"C","C_ONQ_F","3_1_F","41-65"
522,"AT",0.120032184,"3","3","3",3,3,3,2,28,"OQ","OQ_OQ_M","3_3_M","26-40"
527,"AT",0.18829542,"2","3","2",2,3,2,2,45,"ONQ","ONQ_OQ_M","2_3_M","41-65"
529,"BE",0.66404945,"1","1","1",1,1,1,2,50,"OQ","OQ_ONQ_M","1_1_M","41-65"
530,"BE",0.35475767,"3","2","2",3,2,2,2,39,"C","C_OQ_M","3_2_M","26-40"
531,"BE",0.7937718,"2","1","2",2,1,2,2,55,"OQ","OQ_ONQ_M","2_1_M","41-65"
535,"BE",0.35475767,"3","2","2",3,2,2,2,45,"OQ","OQ_OQ_M","3_2_M","41-65"
537,"BE",0.35475767,"3","3","2",3,3,2,2,40,"OQ","OQ_OQ_M","3_3_M","26-40"
542,"BE",0.7937718,"1","1","1",1,1,1,2,71,"OQ","OQ_OQ_M","1_1_M",">65"
543,"AT",0.23284206,"2","2","2",2,2,2,1,58,"OQ","OQ_OQ_F","2_2_F","41-65"
544,"AT",0.21480903,"3","2","2",3,2,2,2,54,"C","C_OQ_M","3_2_M","41-65"
545,"AT",0.7074702,"3","5","2",3,5,2,1,23,"C","C_OQ_F","3_2_F","14-25"
547,"BE",0.70915115,"1","1","1",1,1,1,1,32,"OQ","OQ_ONQ_F","1_1_F","26-40"
550,"BE",0.435986,"3","1","1",3,1,1,1,82,"C","C_OQ_F","3_1_F",">65"
552,"AT",0.3104246,"3","3","3",3,3,3,1,76,"OQ","OQ_C_F","3_3_F",">65"
553,"AT",0.21480903,"3","2","2",3,2,2,2,45,"C","C_OQ_M","3_2_M","41-65"
